Algorithm,KeySize,KeyGenerationTime(us),EncryptionTime(us),DecryptionTime(us),CiphertextSize(bytes),AttackResult
PQC,8192,4827,11120,9608,5475,QUANTUM_SAFE
RSA,2048,192861,66,1051,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7944,14889,8620,5472,QUANTUM_SAFE
RSA,2048,107619,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3578,11144,6967,5469,QUANTUM_SAFE
RSA,2048,145091,44,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2460,17678,5731,5474,QUANTUM_SAFE
RSA,2048,164900,39,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2268,10249,7848,5472,QUANTUM_SAFE
RSA,2048,94655,37,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2585,5461,5362,5468,QUANTUM_SAFE
RSA,2048,161172,41,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1766,5349,9659,5468,QUANTUM_SAFE
RSA,2048,126915,45,959,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6606,5003,6192,5475,QUANTUM_SAFE
RSA,2048,58512,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6997,14739,4746,5474,QUANTUM_SAFE
RSA,2048,207565,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6945,12093,6848,5473,QUANTUM_SAFE
RSA,2048,110970,41,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2728,10909,5337,5473,QUANTUM_SAFE
RSA,2048,134262,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6348,12720,9185,5468,QUANTUM_SAFE
RSA,2048,183658,63,1072,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1210,17842,4210,5474,QUANTUM_SAFE
RSA,2048,90943,46,1007,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6641,14304,5711,5470,QUANTUM_SAFE
RSA,2048,35415,44,1001,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2795,11723,4019,5468,QUANTUM_SAFE
RSA,2048,41183,47,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6882,17400,6135,5472,QUANTUM_SAFE
RSA,2048,29090,49,1060,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3583,13407,7317,5468,QUANTUM_SAFE
RSA,2048,34632,61,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3288,9686,4697,5472,QUANTUM_SAFE
RSA,2048,111929,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7068,17037,5912,5469,QUANTUM_SAFE
RSA,2048,79259,46,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1417,16441,8841,5472,QUANTUM_SAFE
RSA,2048,34862,40,1144,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6311,17357,6925,5470,QUANTUM_SAFE
RSA,2048,18473,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7584,8167,8615,5473,QUANTUM_SAFE
RSA,2048,132977,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5072,10295,7648,5474,QUANTUM_SAFE
RSA,2048,197900,43,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1637,14952,5680,5473,QUANTUM_SAFE
RSA,2048,91524,44,1054,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1604,6356,7418,5472,QUANTUM_SAFE
RSA,2048,27391,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2803,17512,7505,5475,QUANTUM_SAFE
RSA,2048,72291,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4494,11085,5001,5473,QUANTUM_SAFE
RSA,2048,48392,45,990,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1988,12516,6141,5473,QUANTUM_SAFE
RSA,2048,46231,41,1065,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4336,16302,8057,5475,QUANTUM_SAFE
RSA,2048,55586,47,1001,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4564,14211,5636,5475,QUANTUM_SAFE
RSA,2048,160817,47,1018,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3933,11350,4587,5474,QUANTUM_SAFE
RSA,2048,135101,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6419,11428,5502,5470,QUANTUM_SAFE
RSA,2048,80553,44,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4319,7755,9570,5474,QUANTUM_SAFE
RSA,2048,83470,40,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3098,13707,5941,5472,QUANTUM_SAFE
RSA,2048,49769,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3552,10364,8698,5469,QUANTUM_SAFE
RSA,2048,65447,37,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2688,4165,7888,5468,QUANTUM_SAFE
RSA,2048,36531,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1193,9830,6948,5472,QUANTUM_SAFE
RSA,2048,170384,39,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7406,13079,5271,5475,QUANTUM_SAFE
RSA,2048,89974,44,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5660,9667,4969,5470,QUANTUM_SAFE
RSA,2048,157431,47,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6922,16090,6976,5470,QUANTUM_SAFE
RSA,2048,48599,41,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2638,14556,6735,5470,QUANTUM_SAFE
RSA,2048,105150,43,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6813,9441,5206,5473,QUANTUM_SAFE
RSA,2048,71153,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6544,13479,4037,5473,QUANTUM_SAFE
RSA,2048,115021,41,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2769,5659,4919,5474,QUANTUM_SAFE
RSA,2048,125720,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1794,6853,8255,5474,QUANTUM_SAFE
RSA,2048,62230,45,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2394,7276,9854,5470,QUANTUM_SAFE
RSA,2048,88312,41,1077,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6066,16414,7063,5469,QUANTUM_SAFE
RSA,2048,42985,43,994,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1637,9489,7828,5468,QUANTUM_SAFE
RSA,2048,77104,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2431,13189,5274,5469,QUANTUM_SAFE
RSA,2048,22790,40,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4073,16353,5867,5472,QUANTUM_SAFE
RSA,2048,66609,42,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2928,6277,6473,5472,QUANTUM_SAFE
RSA,2048,121592,41,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5225,4259,8353,5469,QUANTUM_SAFE
RSA,2048,52233,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7787,10994,5788,5468,QUANTUM_SAFE
RSA,2048,137184,39,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2811,9083,8213,5475,QUANTUM_SAFE
RSA,2048,73418,68,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2628,15451,5315,5473,QUANTUM_SAFE
RSA,2048,75097,41,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5447,13036,6559,5471,QUANTUM_SAFE
RSA,2048,71752,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3644,14653,9311,5472,QUANTUM_SAFE
RSA,2048,125908,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7368,17518,4810,5468,QUANTUM_SAFE
RSA,2048,134560,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1961,12748,5250,5475,QUANTUM_SAFE
RSA,2048,120482,42,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6502,5058,5737,5469,QUANTUM_SAFE
RSA,2048,66131,41,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2601,5918,9299,5468,QUANTUM_SAFE
RSA,2048,66619,45,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5656,6068,4887,5472,QUANTUM_SAFE
RSA,2048,136204,39,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5874,10007,6889,5468,QUANTUM_SAFE
RSA,2048,156606,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6555,8555,8501,5475,QUANTUM_SAFE
RSA,2048,42414,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5786,4000,6710,5468,QUANTUM_SAFE
RSA,2048,77635,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1400,6699,5982,5471,QUANTUM_SAFE
RSA,2048,59763,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4611,14461,5397,5474,QUANTUM_SAFE
RSA,2048,48758,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1082,16309,4996,5472,QUANTUM_SAFE
RSA,2048,109264,37,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2732,5182,8455,5468,QUANTUM_SAFE
RSA,2048,150019,44,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2612,13545,4342,5473,QUANTUM_SAFE
RSA,2048,151892,45,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5748,11897,6157,5468,QUANTUM_SAFE
RSA,2048,47319,41,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4892,8669,9112,5473,QUANTUM_SAFE
RSA,2048,105930,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5313,15443,8679,5472,QUANTUM_SAFE
RSA,2048,60687,82,1016,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6721,15819,9433,5471,QUANTUM_SAFE
RSA,2048,43611,44,962,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3896,11995,9932,5470,QUANTUM_SAFE
RSA,2048,82932,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2948,4382,4042,5471,QUANTUM_SAFE
RSA,2048,64612,47,1003,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6231,14950,5520,5472,QUANTUM_SAFE
RSA,2048,62761,48,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4479,17821,4699,5472,QUANTUM_SAFE
RSA,2048,158663,39,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3881,9305,4034,5470,QUANTUM_SAFE
RSA,2048,87616,44,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3445,10116,9422,5475,QUANTUM_SAFE
RSA,2048,61629,52,1004,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1784,16287,5069,5469,QUANTUM_SAFE
RSA,2048,90504,49,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3020,11369,4674,5473,QUANTUM_SAFE
RSA,2048,48099,44,1012,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5238,17949,5338,5474,QUANTUM_SAFE
RSA,2048,236811,45,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3739,13034,7741,5469,QUANTUM_SAFE
RSA,2048,80027,42,979,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6281,7933,4144,5470,QUANTUM_SAFE
RSA,2048,127955,43,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6217,12882,6129,5471,QUANTUM_SAFE
RSA,2048,21953,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1646,5435,4371,5475,QUANTUM_SAFE
RSA,2048,51285,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3402,8372,5360,5471,QUANTUM_SAFE
RSA,2048,28623,44,980,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4545,7502,7293,5474,QUANTUM_SAFE
RSA,2048,94216,43,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1086,6089,9450,5472,QUANTUM_SAFE
RSA,2048,76762,41,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7146,10198,5244,5468,QUANTUM_SAFE
RSA,2048,39146,45,966,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2866,5059,4408,5470,QUANTUM_SAFE
RSA,2048,81499,43,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5049,16848,7075,5471,QUANTUM_SAFE
RSA,2048,111488,65,1854,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6927,7216,9125,5468,QUANTUM_SAFE
RSA,2048,92809,44,958,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7248,5219,9084,5475,QUANTUM_SAFE
RSA,2048,169861,45,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4965,6384,9895,5475,QUANTUM_SAFE
RSA,2048,170177,57,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6516,10512,8559,5473,QUANTUM_SAFE
RSA,2048,61899,45,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6405,17445,6445,5473,QUANTUM_SAFE
RSA,2048,106437,46,1001,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7024,13407,7332,5472,QUANTUM_SAFE
RSA,2048,52172,42,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3953,12897,9589,5471,QUANTUM_SAFE
RSA,2048,95271,45,986,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1466,17486,7869,5468,QUANTUM_SAFE
RSA,2048,99914,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1265,17381,7895,5471,QUANTUM_SAFE
RSA,2048,93027,44,987,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5564,10528,9856,5469,QUANTUM_SAFE
RSA,2048,76564,46,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1357,12041,9868,5470,QUANTUM_SAFE
RSA,2048,89139,44,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5900,5703,7970,5468,QUANTUM_SAFE
RSA,2048,62309,44,1038,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6696,16922,5113,5475,QUANTUM_SAFE
RSA,2048,195378,45,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2270,11948,6091,5473,QUANTUM_SAFE
RSA,2048,117474,45,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1366,10930,4740,5475,QUANTUM_SAFE
RSA,2048,310749,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6794,9449,6282,5470,QUANTUM_SAFE
RSA,2048,197137,45,989,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1183,15641,9104,5473,QUANTUM_SAFE
RSA,2048,40584,39,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4939,12573,8627,5474,QUANTUM_SAFE
RSA,2048,48675,41,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7089,6067,7741,5472,QUANTUM_SAFE
RSA,2048,35419,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2690,8564,8508,5474,QUANTUM_SAFE
RSA,2048,144233,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5442,4488,5145,5470,QUANTUM_SAFE
RSA,2048,133907,45,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7392,12357,6553,5472,QUANTUM_SAFE
RSA,2048,69852,40,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7125,8835,5166,5474,QUANTUM_SAFE
RSA,2048,26641,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7495,17223,8099,5475,QUANTUM_SAFE
RSA,2048,30139,45,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7821,9110,9990,5475,QUANTUM_SAFE
RSA,2048,47845,43,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5628,13520,5348,5473,QUANTUM_SAFE
RSA,2048,64173,43,983,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2673,10213,9233,5471,QUANTUM_SAFE
RSA,2048,119400,44,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4260,12622,8940,5468,QUANTUM_SAFE
RSA,2048,75968,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2699,11346,4427,5472,QUANTUM_SAFE
RSA,2048,69092,45,976,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4405,4859,7798,5473,QUANTUM_SAFE
RSA,2048,173257,37,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6336,15267,9533,5469,QUANTUM_SAFE
RSA,2048,66679,38,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6302,17509,9376,5468,QUANTUM_SAFE
RSA,2048,60664,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6576,11312,8069,5472,QUANTUM_SAFE
RSA,2048,102493,47,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5734,8884,7938,5475,QUANTUM_SAFE
RSA,2048,86039,41,981,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1211,9099,8391,5471,QUANTUM_SAFE
RSA,2048,85678,40,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1061,14434,6429,5471,QUANTUM_SAFE
RSA,2048,25383,44,964,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1161,4999,5840,5473,QUANTUM_SAFE
RSA,2048,33281,38,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4210,11219,5217,5474,QUANTUM_SAFE
RSA,2048,154065,46,1003,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5801,4649,5321,5468,QUANTUM_SAFE
RSA,2048,131670,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2730,6098,4527,5468,QUANTUM_SAFE
RSA,2048,158203,45,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3869,11127,5633,5468,QUANTUM_SAFE
RSA,2048,230266,47,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7078,10285,9470,5475,QUANTUM_SAFE
RSA,2048,79809,47,1010,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5179,4793,7826,5469,QUANTUM_SAFE
RSA,2048,83029,40,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7107,8723,6525,5472,QUANTUM_SAFE
RSA,2048,159128,44,965,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4255,16057,7733,5469,QUANTUM_SAFE
RSA,2048,53182,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7225,11329,5492,5473,QUANTUM_SAFE
RSA,2048,111037,54,985,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5024,6372,4349,5471,QUANTUM_SAFE
RSA,2048,44900,45,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3522,15250,5164,5473,QUANTUM_SAFE
RSA,2048,83004,45,1077,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2220,14574,4701,5474,QUANTUM_SAFE
RSA,2048,92014,116,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1974,17693,9681,5471,QUANTUM_SAFE
RSA,2048,78881,56,1062,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6801,15353,5525,5470,QUANTUM_SAFE
RSA,2048,77036,45,1077,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4670,10123,5264,5468,QUANTUM_SAFE
RSA,2048,76411,40,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5080,8899,7137,5471,QUANTUM_SAFE
RSA,2048,75070,44,999,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7217,6095,6252,5474,QUANTUM_SAFE
RSA,2048,119846,45,991,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5203,7036,4850,5470,QUANTUM_SAFE
RSA,2048,44535,42,1010,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5731,9716,8849,5468,QUANTUM_SAFE
RSA,2048,58179,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3538,6961,8709,5471,QUANTUM_SAFE
RSA,2048,75383,45,1006,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5040,5784,7167,5475,QUANTUM_SAFE
RSA,2048,82640,37,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1413,8264,4059,5473,QUANTUM_SAFE
RSA,2048,33314,37,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7942,4122,7470,5471,QUANTUM_SAFE
RSA,2048,73490,45,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1723,14460,6187,5470,QUANTUM_SAFE
RSA,2048,146176,47,1022,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7672,13744,4427,5474,QUANTUM_SAFE
RSA,2048,62412,44,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4416,12822,7713,5472,QUANTUM_SAFE
RSA,2048,35312,45,982,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6359,11780,7968,5469,QUANTUM_SAFE
RSA,2048,107905,43,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2319,7939,7454,5470,QUANTUM_SAFE
RSA,2048,91130,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5360,17905,6894,5471,QUANTUM_SAFE
RSA,2048,126499,45,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5579,7384,5821,5473,QUANTUM_SAFE
RSA,2048,233513,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7080,7500,6463,5470,QUANTUM_SAFE
RSA,2048,73861,44,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1878,14018,8393,5468,QUANTUM_SAFE
RSA,2048,101571,52,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1960,10289,6588,5474,QUANTUM_SAFE
RSA,2048,69991,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5492,5627,7778,5468,QUANTUM_SAFE
RSA,2048,138211,38,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6436,10734,5720,5473,QUANTUM_SAFE
RSA,2048,69853,37,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5792,15276,4692,5475,QUANTUM_SAFE
RSA,2048,65795,42,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3892,15096,8483,5468,QUANTUM_SAFE
RSA,2048,107302,46,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6464,17211,8641,5474,QUANTUM_SAFE
RSA,2048,57833,46,972,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2171,11247,5039,5475,QUANTUM_SAFE
RSA,2048,192764,73,992,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3229,7820,7018,5470,QUANTUM_SAFE
RSA,2048,41861,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1573,6594,4993,5470,QUANTUM_SAFE
RSA,2048,59233,44,977,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7065,17893,9401,5471,QUANTUM_SAFE
RSA,2048,42487,46,970,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4539,14093,9211,5472,QUANTUM_SAFE
RSA,2048,47295,45,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3607,4981,8390,5474,QUANTUM_SAFE
RSA,2048,39915,37,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1429,13122,7565,5469,QUANTUM_SAFE
RSA,2048,47950,39,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5222,5022,9519,5471,QUANTUM_SAFE
RSA,2048,43410,38,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,4230,4583,6441,5469,QUANTUM_SAFE
RSA,2048,29303,44,1052,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7701,8788,9941,5473,QUANTUM_SAFE
RSA,2048,133878,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3969,7506,7870,5471,QUANTUM_SAFE
RSA,2048,30730,44,1028,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6135,14307,6488,5469,QUANTUM_SAFE
RSA,2048,74331,38,967,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7580,4050,7695,5471,QUANTUM_SAFE
RSA,2048,170765,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,5826,10473,9899,5470,QUANTUM_SAFE
RSA,2048,159081,38,1008,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2494,5175,4872,5471,QUANTUM_SAFE
RSA,2048,23861,44,984,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1357,12882,5096,5472,QUANTUM_SAFE
RSA,2048,31393,45,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3521,8335,6380,5472,QUANTUM_SAFE
RSA,2048,25180,45,974,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7254,6425,6451,5470,QUANTUM_SAFE
RSA,2048,23171,44,975,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,2660,6094,6579,5473,QUANTUM_SAFE
RSA,2048,124232,45,960,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7665,11586,6932,5470,QUANTUM_SAFE
RSA,2048,71286,44,978,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1630,4163,7208,5473,QUANTUM_SAFE
RSA,2048,124594,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,3600,4954,4918,5473,QUANTUM_SAFE
RSA,2048,124398,44,969,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,1887,6676,5731,5470,QUANTUM_SAFE
RSA,2048,255500,44,968,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7757,8841,4762,5472,QUANTUM_SAFE
RSA,2048,140042,44,973,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,7762,10115,7027,5474,QUANTUM_SAFE
RSA,2048,57335,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6118,5517,6804,5472,QUANTUM_SAFE
RSA,2048,114322,44,971,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6257,17543,8158,5472,QUANTUM_SAFE
RSA,2048,71747,44,963,256,BROKEN_UNDER_QUANTUM_ATTACK
PQC,8192,6992,11282,9212,5475,QUANTUM_SAFE
